field_71298_S,userMessage,0,
field_71295_T,startProfiling,0,
field_104057_T,isGamemodeForced,0,
field_152364_T,authService,0,
field_147143_S,sessionService,0,
field_147142_T,nanoTimeSinceStatusRefresh,0,
field_152365_W,profileRepo,0,
field_152366_X,profileCache,0,
field_152367_a,USER_CACHE_FILE,0,
field_71304_b,theProfiler,0,
field_71305_c,worldServers,0,The server world instances.
field_110456_c,serverProxy,0,
field_71302_d,currentTask,0,The task the server is currently working on(and will output on outputPercentRemaining).
field_71303_e,percentDone,0,The percentage of the current task finished so far.
field_71311_j,tickTimeArray,0,
field_71312_k,timeOfLastDimensionTick,0,Stats are [dimension][tick%100] system.nanoTime is stored.
field_147145_h,logger,0,
field_71309_l,mcServer,0,Instance of Minecraft Server.
field_71310_m,anvilConverterForAnvilFile,0,
field_71307_n,usageSnooper,0,The PlayerUsageSnooper instance.
field_71308_o,anvilFile,0,
field_71322_p,tickables,0,Collection of objects to update every tick. Type: List<IUpdatePlayerListBox>
field_71321_q,commandManager,0,
field_147144_o,networkSystem,0,
field_147147_p,statusResponse,0,
field_147146_q,random,0,
field_71320_r,hostname,0,The server's hostname.
field_71319_s,serverPort,0,The server's port.
field_71318_t,serverConfigManager,0,The ServerConfigurationManager instance.
field_71317_u,serverRunning,0,Indicates whether the server is running or not. Set to false to initiate a shutdown.
field_71316_v,serverStopped,0,Indicates to other classes that the server is safely stopped.
field_71315_w,tickCounter,0,Incremented every tick.
field_71325_x,onlineMode,0,True if the server is in online mode.
field_71324_y,canSpawnAnimals,0,True if the server has animals turned on.
field_96644_g,dummyName,0,
field_96677_a,theScoreboard,0,
field_96675_b,registeredName,0,
field_96676_c,membershipSet,0,A set of all team member usernames.
field_96673_d,teamNameSPT,0,
field_96674_e,namePrefixSPT,0,
field_96671_f,colorSuffix,0,
field_96672_g,allowFriendlyFire,0,
field_98301_h,canSeeFriendlyInvisibles,0,
field_96555_a,scoreboardMCServer,0,
field_96553_b,addedObjectives,0,
field_96554_c,scoreboardSaveData,0,
field_151481_a,logger,0,
field_96507_a,theScoreboard,0,
field_96506_b,delayedInitNbt,0,
field_96658_a,scoreComparator,0,Used for sorting score by points
field_96656_b,theScoreboard,0,
field_96657_c,theScoreObjective,0,
field_96654_d,scorePlayerName,0,
field_96655_e,scorePoints,0,
field_96686_a,theScoreboard,0,
field_96684_b,name,0,
field_96685_c,objectiveCriteria,0,The ScoreObjectiveCriteria for this objetive
field_96683_d,displayName,0,
field_96545_a,scoreObjectives,0,Map of objective names to ScoreObjective objects.
field_96543_b,scoreObjectiveCriterias,0,Map of IScoreObjectiveCriteria objects to ScoreObjective objects.
field_96544_c,entitiesScoreObjectives,0,Map of entities name to ScoreObjective objects.
field_96541_d,objectiveDisplaySlots,0,"Index 0 is tab menu, 1 is sidebar, and 2 is below name"
field_96542_e,teams,0,Map of teamnames to ScorePlayerTeam instances
field_96540_f,teamMemberships,0,Map of usernames to ScorePlayerTeam objects.
field_96643_a,INSTANCES,0,
field_96641_b,DUMMY,0,
field_96642_c,deathCount,0,
field_96639_d,playerKillCount,0,
field_96640_e,totalKillCount,0,
field_96638_f,health,0,
field_82332_a,hangingDirection,0,
field_146063_b,x,0,
field_146064_c,y,0,
field_146062_d,z,0,
field_70520_f,tickCounter1,0,
field_96564_a,theEntity,0,
field_75668_a,theLiving,0,Instance of EntityLiving.
field_75666_b,rotationTickCounter,0,Used to progressively ajust the rotation of the body to the rotation of the head
field_75667_c,prevRenderYawHead,0,
field_70126_B,prevRotationYaw,0,
field_70127_C,prevRotationPitch,0,
field_70121_D,boundingBox,0,Axis aligned bounding box.
field_70122_E,onGround,0,
field_70123_F,isCollidedHorizontally,0,True if after a move this entity has collided with something on X- or Z-axis
field_70124_G,isCollidedVertically,0,True if after a move this entity has collided with something on Y-axis
field_70132_H,isCollided,0,True if after a move this entity has collided with something either vertically or horizontally
field_70133_I,velocityChanged,0,"If true, an {@link SPacketEntityVelocity} will be sent updating this entity's velocity."
field_70134_J,isInWeb,0,
field_70135_K,immovable,0,
field_70128_L,isDead,0,"Gets set by setDead, so this must be the flag whether an Entity is dead (inactive may be better term)"
field_70129_M,yOffset,0,
field_70130_N,width,0,How wide this entity is considered to be
field_70131_O,height,0,How high this entity is considered to be
field_70141_P,prevDistanceWalkedModified,0,The previous ticks distance walked multiplied by 0.6
field_70140_Q,distanceWalkedModified,0,The distance walked multiplied by 0.6
field_82151_R,distanceWalkedOnStepModified,0,
field_70143_R,fallDistance,0,
field_70142_S,lastTickPosX,0,"The entity's X coordinate at the previous tick, used to calculate position during rendering routines"
field_70137_T,lastTickPosY,0,"The entity's Y coordinate at the previous tick, used to calculate position during rendering routines"
field_70136_U,lastTickPosZ,0,"The entity's Z coordinate at the previous tick, used to calculate position during rendering routines"
field_70139_V,ySize,0,Appears to be a secondary offset along the y-axis
field_70138_W,stepHeight,0,How high this entity can step up when running into a block to try to get over it (currently make note the entity will always step up this amount and not just the amount needed)
field_70145_X,noClip,0,Whether this entity won't clip with collision or not (make note it won't disable gravity)
field_70144_Y,entityCollisionReduction,0,Reduces the velocity applied by entity collisions by the specified percent.
field_70146_Z,rand,0,
field_70173_aa,ticksExisted,0,How many ticks has this entity had ran since being alive
field_70174_ab,fireResistance,0,The amount of ticks you have to stand inside of fire before be set on fire
field_70171_ac,inWater,0,Whether this entity is currently inside of water (if it handles water movement that is)
field_70172_ad,hurtResistantTime,0,Remaining time an entity will be ""immune"" to further damage after being hurt.
field_70178_ae,isImmuneToFire,0,
field_70180_af,dataWatcher,0,
field_70175_ag,addedToChunk,0,Has this entity been added to the chunk its within
field_70176_ah,chunkCoordX,0,
field_70162_ai,chunkCoordY,0,
field_70164_aj,chunkCoordZ,0,
field_70158_ak,ignoreFrustumCheck,0,Render entity even if it is outside the camera frustum. Only true in EntityFish for now. Used in RenderGlobal: render if ignoreFrustumCheck or in frustum.
field_70160_al,isAirBorne,0,
field_71088_bW,timeUntilPortal,0,
field_71087_bX,inPortal,0,Whether the entity is inside a Portal
field_82153_h,portalCounter,0,
field_71093_bK,dimension,0,"Which dimension the player is in (-1 = the Nether, 0 = normal world)"
field_82152_aq,teleportDirection,0,
field_96093_i,entityUniqueID,0,
field_70168_am,myEntitySize,0,
field_70152_a,nextEntityID,0,
field_70118_ct,serverPosX,0,
field_145783_c,entityId,0,A number that uniquely identifies this entity. It is used for server-client communication.
field_70117_cu,serverPosY,0,
field_70116_cv,serverPosZ,0,
field_70150_b,nextStepDistance,0,The distance that has to be exceeded in order to triger a new step sound and an onEntityWalking event on a block
field_70151_c,fire,0,The number of ticks left for which this entity will be on fire.
field_70148_d,firstUpdate,0,True if the entity is in the first tick of its existence.
field_70149_e,entityRiderPitchDelta,0,
field_70147_f,entityRiderYawDelta,0,
field_83001_bt,invulnerable,0,
field_70155_l,renderDistanceWeight,0,
field_70156_m,preventEntitySpawning,0,Blocks entities from spawning when they do their AABB check to make sure the spot is clear of entities that can prevent spawning.
field_70153_n,riddenByEntity,0,The entity that is riding this entity
field_70154_o,ridingEntity,0,The entity we are currently riding
field_98038_p,forceSpawn,0,"If true, forces the World to spawn the entity and send it to clients even if the Chunk it is located in has not yet been loaded."
field_70170_p,worldObj,0,Reference to the World object.
field_70169_q,prevPosX,0,
field_70167_r,prevPosY,0,
field_70166_s,prevPosZ,0,
field_70165_t,posX,0,Entity position X
field_70163_u,posY,0,Entity position Y
field_70161_v,posZ,0,Entity position Z
field_70159_w,motionX,0,Entity motion X
field_70181_x,motionY,0,Entity motion Y
field_70179_y,motionZ,0,Entity motion Z
field_70177_z,rotationYaw,0,Entity rotation Yaw
field_70125_A,rotationPitch,0,Entity rotation Pitch
field_70994_bF,slowed,0,"Activated if the dragon is flying though obsidian, white stone or bedrock. Slows movement and animation speed."
field_70995_bG,deathTicks,0,
field_70992_bH,healingEnderCrystal,0,The current endercrystal that is healing this dragon
field_70993_bI,target,0,
field_70978_d,targetZ,0,
field_70979_e,ringBuffer,0,Ring buffer array for the last 64 Y-positions and yaw rotations. Used to calculate offsets for the animations.
field_70976_f,ringBufferIndex,0,Index into the ring buffer. Incremented once per tick and restarts at 0 once it reaches the end of the buffer.
field_70977_g,dragonPartArray,0,An array containing all body parts of this dragon
field_70986_h,dragonPartHead,0,The head bounding box of a dragon
field_70987_i,dragonPartBody,0,The body bounding box of a dragon
field_70985_j,dragonPartTail1,0,
field_70984_by,dragonPartTail2,0,
field_70982_bz,dragonPartTail3,0,
field_70983_bA,dragonPartWing1,0,
field_70990_bB,dragonPartWing2,0,
field_70991_bC,prevAnimTime,0,Animation time at previous tick.
field_70988_bD,animTime,0,"Animation time, used to control the speed of the animation cycles (wings flapping, jaw opening, etc.)"
field_70989_bE,forceNewTarget,0,Force selecting a new flight target at next tick if set to true.
field_70980_b,targetX,0,
field_70981_c,targetY,0,
field_70259_a,entityDragonObj,0,The dragon entity this dragon part belongs to
field_146032_b,partName,0,
field_82828_a,healthScale,0,
field_82826_b,statusBarTime,0,
field_82827_c,bossName,0,
field_82825_d,hasColorModifier,0,
field_82220_d,xRotationHeads,0,
field_82221_e,yRotationHeads,0,
field_82217_f,xRotOHeads,0,
field_82218_g,yRotOHeads,0,
field_82223_h,nextHeadUpdate,0,
field_82224_i,idleHeadUpdates,0,
field_82222_j,blockBreakCounter,0,Time before the Wither tries to break blocks
field_82219_bJ,attackEntitySelector,0,Selector used to determine the entities a wither boss should attack.
field_145768_a,minecart,0,
field_70279_a,isBoatEmpty,0,true if no player in boat
field_70280_j,velocityY,0,
field_70278_an,velocityZ,0,
field_70276_b,speedMultiplier,0,
field_70277_c,boatPosRotationIncrements,0,
field_70274_d,boatX,0,
field_70275_e,boatY,0,
field_70272_f,boatZ,0,
field_70273_g,boatYaw,0,
field_70281_h,boatPitch,0,
field_70282_i,velocityX,0,
field_70522_e,art,0,
field_94111_a,pushX,0,
field_94109_b,pushZ,0,
field_94110_c,fuel,0,
field_70224_b,targetX,0,'x' location the eye should float towards.
field_70225_c,targetY,0,'y' location the eye should float towards.
field_70222_d,targetZ,0,'z' location the eye should float towards.
field_70223_e,despawnTimer,0,
field_70221_f,shatterOrDrop,0,
field_145814_a,metadata,0,
field_145812_b,fallTime,0,
field_145813_c,shouldDropItem,0,
field_145810_d,tileEntityData,0,
field_145811_e,blockObj,0,
field_145808_f,canSetAsBlock,0,
field_145809_g,hurtEntities,0,
field_145815_h,fallHurtMax,0,
field_145816_i,fallHurtAmount,0,
field_94106_a,minecartTNTFuse,0,
field_94113_a,minecartContainerItems,0,
field_94112_b,dropContentsWhenDead,0,"When set to true, the minecart will drop all items when setDead() is called. When false (such as when travelling dimensions) it preserves its contents."
field_92056_a,fireworkAge,0,The age of the firework in ticks.
field_92055_b,lifetime,0,The lifetime of the firework in ticks. When the age reaches the lifetime the firework explodes.
field_75728_z,maxArtTitleLength,0,Holds the maximum length of paintings art title.
field_75702_A,title,0,Painting Title.
field_75703_B,sizeX,0,
field_75704_C,sizeY,0,
field_75699_D,offsetX,0,
field_75700_E,offsetY,0,
field_70292_b,age,0,The age of this EntityItem (used to animate it up and down as well as expire it)
field_145804_b,delayBeforeCanPickup,0,
field_70290_d,hoverStart,0,The EntityItem's random initial float height.
field_145803_d,logger,0,
field_70291_e,health,0,"The health of this EntityItem. (For example, damage for tools)"
field_145801_f,thrower,0,
field_145802_g,owner,0,
field_82337_e,itemDropChance,0,Chance for this item frame's item to drop from the frame.
field_70533_a,xpColor,0,A constantly increasing value that RenderXPOrb uses to control the colour shifting (Green / yellow)
field_70531_b,xpOrbAge,0,The age of the XP orb in ticks.
field_70532_c,delayBeforeCanPickup,0,
field_70529_d,xpOrbHealth,0,The health of this XP orb.
field_70530_e,xpValue,0,This is how much XP this orb has.
field_80001_f,closestPlayer,0,The closest EntityPlayer to this orb.
field_80002_g,xpTargetColor,0,Threshold color for tracking players
field_96113_a,isBlocked,0,Whether this hopper minecart is being blocked by an activator rail.
field_98044_b,transferTicker,0,
field_70499_f,isInReverse,0,
field_70508_aq,velocityX,0,
field_70507_ar,velocityY,0,
field_70506_as,velocityZ,0,
field_94102_c,entityName,0,
field_70500_g,matrix,0,Minecart rotational logic matrix
field_70510_h,turnProgress,0,appears to be the progress of the turn
field_70511_i,minecartX,0,
field_70509_j,minecartY,0,
field_70514_an,minecartZ,0,
field_70512_ao,minecartYaw,0,
field_70513_ap,minecartPitch,0,
field_70261_a,innerRotation,0,Used to create the rotation animation when rendering the crystal.
field_70260_b,health,0,
field_70516_a,fuse,0,How long the fuse is
field_94084_b,tntPlacedBy,0,
field_70264_a,boltVertex,0,A random long that is used to change the vertex of the lightning rendered in RenderLightningBolt
field_70262_b,lightningState,0,"Declares which state the lightning bolt is in. Whether it's in the air, hit the ground, etc."
field_70263_c,boltLivingTime,0,Determines the time before the EntityLightningBolt is destroyed. It is a random integer decremented over time.
field_85155_a,theEntity,0,
field_145824_a,commandBlockLogic,0,
field_145823_b,activatorRailCooldown,0,Cooldown before command block logic runs again in ticks
field_75613_a,spawnedID,0,The entityID of the spawned mob
field_75611_b,primaryColor,0,Base color of the egg
field_75612_c,secondaryColor,0,Color of the egg spots
field_151512_d,killEntityStat,0,
field_151513_e,entityKilledByStat,0,
field_70937_a,theMerchantInventory,0,Instance of Merchants Inventory.
field_70935_b,customer,0,This merchant's current player customer.
field_70936_c,recipeList,0,The MerchantRecipeList instance.
field_111267_a,maxHealth,0,
field_111265_b,followRange,0,
field_111266_c,knockbackResistance,0,
field_111263_d,movementSpeed,0,
field_111264_e,attackDamage,0,
field_151476_f,logger,0,
field_75678_a,objectType,0,A number that encodes the type of data stored in this entry.
field_75676_b,dataValueId,0,id of max 31
field_75677_c,watchedObject,0,
field_75675_d,watched,0,
field_73132_a,myEntity,0,The entity that this EntityTrackerEntry tracks.
field_73130_b,blocksDistanceThreshold,0,Track distance in blocks
field_73131_c,updateFrequency,0,check for sync when ticks % updateFrequency==0
field_73128_d,lastScaledXPosition,0,The encoded entity X position.
field_73129_e,lastScaledYPosition,0,The encoded entity Y position.
field_73126_f,lastScaledZPosition,0,The encoded entity Z position.
field_73127_g,lastYaw,0,The encoded entity yaw rotation.
field_73139_h,lastPitch,0,The encoded entity pitch rotation.
field_73140_i,lastHeadMotion,0,
field_73137_j,motionX,0,
field_73138_k,motionY,0,
field_73135_l,motionZ,0,
field_73136_m,ticks,0,
field_73133_n,playerEntitiesUpdated,0,
field_73134_o,trackingPlayers,0,Holds references to all the players that are currently receiving position updates for this entity.
field_151262_p,logger,0,
field_73147_p,posX,0,
field_73146_q,posY,0,
field_73145_r,posZ,0,
field_73144_s,isDataInitialized,0,set to true on first sendLocationToClients
field_73143_t,sendVelocityUpdates,0,
field_73142_u,ticksSinceLastForcedTeleport,0,"every 400 ticks a  full teleport packet is sent, rather than just a ""move me +x"" command, so that position remains fully synced."
field_85178_v,rider,0,
field_73141_v,ridingEntity,0,
field_75605_d,creatureClass,0,"The root class of creatures associated with this EnumCreatureType (IMobs for aggressive creatures, EntityAnimals for friendly ones)"
field_75606_e,maxNumberOfCreature,0,
field_75603_f,creatureMaterial,0,
field_75604_g,isPeacefulCreature,0,A flag indicating whether this creature type is peaceful.
field_82707_i,isAnimal,0,Whether this creature type is an animal.
field_151511_a,owner,0,
field_92086_a,isBlank,0,When isBlank is true the DataWatcher is not watching any objects
field_75697_a,dataTypes,0,
field_75695_b,watchedObjects,0,
field_75696_c,objectChanged,0,true if one or more object was changed
field_75694_d,lock,0,
field_70847_d,heightOffset,0,Random offset used in floating behaviour
field_70848_e,heightOffsetUpdateTime,0,ticks until heightOffset is randomized
field_70846_g,fireActivation,0,
field_111105_a,potionEffectId,0,
field_82192_a,mobSelector,0,Entity selector for IMob types.
field_142048_a,isChild,0,
field_142046_b,isVillager,0,
field_142047_c,zombieEntity,0,
field_70834_e,lastActiveTime,0,"Time when this creeper was last in an active state (Messed up code here, probably causes creeper animation to go weird)"
field_70833_d,timeSinceIgnited,0,The amount of time since the creeper was close enough to the player to ignite
field_82225_f,fuseTime,0,
field_82226_g,explosionRadius,0,Explosion radius for this creeper.
field_85037_d,aiArrowAttack,0,
field_85038_e,aiAttackOnCollide,0,
field_110184_bp,MODIFIER_UUID,0,
field_110185_bq,MODIFIER,0,
field_82199_d,witchDrops,0,List of items a witch should drop on death.
field_82200_e,witchAttackTimer,0,"Timer used as interval for a witch's attack, decremented every tick if aggressive and when reaches zero the witch will throw a potion at the target entity."
field_70812_c,prevSquishFactor,0,
field_70810_d,slimeJumpDelay,0,ticks until this slime jumps again
field_70813_a,squishAmount,0,
field_70811_b,squishFactor,0,
field_70857_d,villageObj,0,
field_70858_e,homeCheckTimer,0,"deincrements, and a distance-to-home check is done at 0"
field_70855_f,attackTimer,0,
field_70856_g,holdRoseTick,0,
field_70796_c,waypointY,0,
field_70793_d,waypointZ,0,
field_70794_e,prevAttackCounter,0,
field_70791_f,attackCounter,0,
field_70792_g,targetedEntity,0,
field_70798_h,aggroCooldown,0,Cooldown time between target loss and new target aquirement.
field_92014_j,explosionStrength,0,The explosion radius of spawned fireballs.
field_70797_a,courseChangeCooldown,0,
field_70795_b,waypointX,0,
field_110186_bp,reinforcementChance,0,The attribute which determines the chance that this mob will spawn reinforcements
field_110187_bq,babySpeedBoostUUID,0,
field_110188_br,babySpeedBoostModifier,0,
field_146075_bs,breakDoor,0,
field_82234_d,conversionTime,0,Ticker used to determine the time remaining for this zombie to convert into a villager when cured.
field_146076_bu,isBreakDoorsTaskSet,0,
field_146074_bv,zombieWidth,0,The width of the entity
field_146073_bw,zombieHeight,0,The height of the the entity.
field_110189_bq,ATTACK_SPEED_BOOST_MODIFIER_UUID,0,
field_110190_br,ATTACK_SPEED_BOOST_MODIFIER,0,
field_70837_d,angerLevel,0,Above zero if this PigZombie is Angry.
field_70838_e,randomSoundDelay,0,A random delay until this PigZombie next makes a sound.
field_110191_bu,angerTarget,0,
field_70843_d,allySummonCooldown,0,A cooldown before this entity will search for another Silverfish to join them in battle.
field_110192_bp,attackingSpeedBoostModifierUUID,0,
field_110193_bq,attackingSpeedBoostModifier,0,
field_70827_d,carriableBlocks,0,
field_70828_e,teleportDelay,0,Counter to delay the teleportation of an enderman towards the currently attacked target
field_70826_g,stareTimer,0,A player must stare at an enderman for 5 ticks before it becomes aggressive. This field counts those ticks.
field_110194_bu,lastEntityToAttack,0,
field_104003_g,isAggressive,0,
field_96634_a,theItemStack,0,
field_96633_b,playerInventory,0,
field_151432_d,ID_LOOKUP,0,
field_151433_e,chatVisibility,0,
field_151430_f,resourceKey,0,
field_71135_a,playerNetServerHandler,0,The NetServerHandler assigned to this player by the ServerConfigurationManager.
field_71133_b,mcServer,0,Reference to the MinecraftServer object.
field_147102_bM,logger,0,
field_71148_cg,translator,0,
field_71130_g,destroyedItemsNetCache,0,entities added to this list will  be packet29'd to the player
field_147103_bO,statsFile,0,
field_130068_bO,combinedHealth,0,"the total health of the player, includes actual health and absorption health. Updated every tick."
field_71149_ch,lastHealth,0,amount of health the client was last set to
field_71146_ci,lastFoodLevel,0,set to foodStats.GetFoodLevel
field_71147_cj,wasHungry,0,set to foodStats.getSaturationLevel() == 0.0F each tick
field_71144_ck,lastExperience,0,Amount of experience the client was last set to
field_147101_bU,respawnInvulnerabilityTicks,0,
field_71143_cn,chatVisibility,0,
field_71140_co,chatColours,0,
field_143005_bX,playerLastActiveTime,0,
field_71139_cq,currentWindowId,0,The currently in use window ID. Incremented every time a window is opened.
field_71134_c,theItemInWorldManager,0,The ItemInWorldManager belonging to this player
field_71131_d,managedPosX,0,player X position as seen by PlayerManager
field_71132_e,managedPosZ,0,player Z position as seen by PlayerManager
field_71129_f,loadedChunks,0,LinkedList that holds the loaded chunks.
field_71137_h,isChangingQuantityOnly,0,set to true when player is moving quantity of items from one inventory to another(crafting) but item in either slot is not changed
field_71138_i,ping,0,
field_71136_j,playerConqueredTheEnd,0,"Set when a player beats the ender dragon, used to respawn the player at the spawn point while retaining inventory and XP"
field_70462_a,mainInventory,0,An array of 36 item stacks indicating the main player inventory (including the visible bar).
field_70460_b,armorInventory,0,An array of 4 item stacks containing the currently worn armor pieces.
field_70461_c,currentItem,0,The index of the currently held item (0-8).
field_70458_d,player,0,The player whose inventory this is.
field_70459_e,inventoryChanged,0,Set true whenever the inventory changes. Nothing sets it false so you will have to write your own code to check it and reset the value.
field_70456_f,currentItemStack,0,The current ItemStack.
field_70457_g,itemStack,0,The stack currently held by the mouse cursor
field_75102_a,disableDamage,0,Disables player damage.
field_75100_b,isFlying,0,Sets/indicates whether the player is flying.
field_75101_c,allowFlying,0,whether or not to allow the player to fly when they double jump.
field_75098_d,isCreativeMode,0,"Used to determine if creative mode is enabled, and therefore if items should be depleted on usage"
field_75099_e,allowEdit,0,Indicates whether the player is allowed to modify the surroundings
field_75096_f,flySpeed,0,
field_75097_g,walkSpeed,0,
field_71078_a,theInventoryEnderChest,0,
field_71076_b,sleepTimer,0,
field_71083_bS,sleeping,0,Boolean value indicating weather a player is sleeping or not
field_71081_bT,playerLocation,0,the current location of the player
field_71079_bU,renderOffsetX,0,Offset in the X axis used for rendering. This field is {@linkplain #setRenderOffsetForSleep() used by beds}.
field_71089_bV,renderOffsetZ,0,Offset in the Z axis used for rendering. This field is {@linkplain #setRenderOffsetForSleep() used by beds}.
field_71075_bZ,capabilities,0,The player's capabilities. (See class PlayerCapabilities)
field_71068_ca,experienceLevel,0,The current experience level the player is on.
field_71067_cb,experienceTotal,0,The total amount of experience the player has. This also includes the amount of experience within their Experience Bar.
field_71106_cc,experience,0,The current amount of experience the player has within their Experience Bar.
field_71108_cd,speedOnGround,0,
field_71102_ce,speedInAir,0,
field_71104_cf,fishEntity,0,"An instance of a fishing rod's hook. If this isn't null, the icon image of the fishing rod is slightly different"
field_71071_by,inventory,0,Inventory of the player
field_71069_bz,inventoryContainer,0,The Container for the player's inventory (which opens when they press E)
field_71070_bA,openContainer,0,The Container the player has open.
field_71100_bB,foodStats,0,"The food object of the player, the general hunger logic."
field_71101_bC,flyToggleTimer,0,"Used to tell if the player pressed jump twice. If this is at 0 and it's pressed (And they are allowed to fly, as defined in the player's movementInput) it sets this to 7. If it's pressed and it's greater than 0 enable fly."
field_71107_bF,prevCameraYaw,0,
field_71109_bG,cameraYaw,0,
field_71090_bL,xpCooldown,0,Used by EntityPlayer to prevent too many xp orbs from getting absorbed at once.
field_71091_bM,prevChasingPosX,0,Previous X position of the player's cape
field_71096_bN,prevChasingPosY,0,Previous Y position of the player's cape
field_71097_bO,prevChasingPosZ,0,Previous Z position of the player's cape
field_71094_bP,chasingPosX,0,Current X position of the player's cape
field_71095_bQ,chasingPosY,0,Current Y position of the player's cape
field_71085_bR,chasingPosZ,0,Current Z position of the player's cape
field_71077_c,spawnChunk,0,holds the spawn chunk of the player
field_71082_cx,renderOffsetY,0,Offset in the Y axis used for rendering. This field is not written to in vanilla (other than being set to 0 each tick by {@link net.minecraft.client.entity.EntityOtherPlayerMP#onUpdate()}).
field_82248_d,spawnForced,0,"Whether this player's spawn point is forced, preventing execution of bed checks."
field_71073_d,startMinecartRidingCoordinate,0,Holds the coordinate of the player when enter a minecraft to ride.
field_71074_e,itemInUse,0,"This is the item that is in use when the player is holding down the useItemButton (e.g., bow, food, sword)"
field_71072_f,itemInUseCount,0,This field starts off equal to getMaxItemUseDuration and is decremented on each tick
field_82249_h,lastXPSound,0,
field_146106_i,gameProfile,0,The player's unique game profile
field_70235_a,shootingEntity,0,
field_70236_j,ticksAlive,0,
field_70234_an,ticksInAir,0,
field_70232_b,accelerationX,0,
field_70233_c,accelerationY,0,
field_70230_d,accelerationZ,0,
field_145795_e,xTile,0,
field_145793_f,yTile,0,
field_145794_g,zTile,0,
field_145796_h,inTile,0,
field_70238_i,inGround,0,
field_70193_a,inGround,0,
field_70195_i,ticksInAir,0,
field_70191_b,throwableShake,0,
field_145788_c,xTile,0,
field_145786_d,yTile,0,
field_145787_e,zTile,0,
field_145785_f,inBlock,0,
field_70192_c,thrower,0,The entity that threw this throwable item.
field_85053_h,throwerName,0,
field_70194_h,ticksInGround,0,
field_146044_a,shake,0,
field_146054_aA,fishApproachAngle,0,
field_146055_aB,fishPosRotationIncrements,0,
field_146056_aC,fishX,0,
field_146057_aD,fishY,0,
field_146058_aE,fishZ,0,
field_146059_aF,fishYaw,0,
field_146060_aG,fishPitch,0,
field_146061_aH,clientMotionX,0,
field_146052_aI,clientMotionY,0,
field_146053_aJ,clientMotionZ,0,
field_146046_j,inTile,0,
field_146051_au,inGround,0,
field_146049_av,ticksInGround,0,
field_146047_aw,ticksInAir,0,
field_146045_ax,ticksCatchable,0,
field_146040_ay,ticksCaughtDelay,0,
field_146038_az,ticksCatchableDelay,0,
field_146042_b,angler,0,
field_146043_c,caughtEntity,0,
field_146039_d,JUNK,0,
field_146041_e,VALUABLES,0,
field_146036_f,FISH,0,
field_146037_g,xTile,0,
field_146048_h,yTile,0,
field_146050_i,zTile,0,
field_70251_a,canBePickedUp,0,1 if the player can pick up the arrow
field_70252_j,ticksInGround,0,
field_70257_an,ticksInAir,0,
field_70255_ao,damage,0,
field_70256_ap,knockbackStrength,0,The amount of knockback an arrow applies when it hits a mob.
field_70249_b,arrowShake,0,Seems to be some sort of timer for animating an arrow.
field_70250_c,shootingEntity,0,The owner of this arrow.
field_145791_d,xTile,0,
field_145792_e,yTile,0,
field_145789_f,zTile,0,
field_145790_g,inTile,0,
field_70253_h,inData,0,
field_70254_i,inGround,0,
field_92057_e,explosionPower,0,
field_70197_d,potionDamage,0,The damage value of the thrown potion that this EntityPotion represents.
field_70757_a,livingSoundTime,0,Number of ticks since this EntityLiving last produced its sound
field_70728_aV,experienceValue,0,The experience points the Entity gives.
field_70767_i,jumpHelper,0,Entity jumping helper
field_70762_j,bodyHelper,0,
field_70699_by,navigator,0,
field_70696_bz,attackTarget,0,The active target the Task system uses for tracking
field_70723_bA,senses,0,
field_82182_bS,equipment,0,Equipment (armor and held item) for this entity.
field_82172_bs,canPickUpLoot,0,Whether this entity can pick up items from the ground.
field_82179_bU,persistenceRequired,0,Whether this entity should NOT despawn.
field_70776_bF,currentTarget,0,This entity's current target.
field_110169_bv,isLeashed,0,
field_110168_bw,leashedToEntity,0,
field_110170_bx,leashNBTTag,0,
field_70714_bg,tasks,0,"Passive tasks (wandering, look, idle, ...)"
field_70715_bh,targetTasks,0,"Fighting tasks (used by monsters, wolves, ocelots)"
field_82174_bp,equipmentDropChances,0,Chances for each equipment piece from dropping when this entity dies.
field_70698_bv,defaultPitch,0,
field_70700_bx,numTicksToChaseTarget,0,How long to keep a specific target entity
field_70749_g,lookHelper,0,
field_70765_h,moveHelper,0,
field_98056_d,ageWidth,0,
field_98057_e,ageHeight,0,
field_111174_a,amount,0,
field_111172_b,operation,0,
field_111173_c,name,0,
field_111170_d,id,0,
field_111171_e,isSaved,0,"If false, this modifier is not saved in NBT. Used for ""natural"" modifiers like speed boost from sprinting"
field_111115_a,unlocalizedName,0,
field_111113_b,defaultValue,0,
field_111114_c,shouldWatch,0,
field_111120_a,minimumValue,0,
field_111118_b,maximumValue,0,
field_111119_c,description,0,
field_111154_a,attributes,0,
field_111153_b,attributesByName,0,
field_111138_a,attributeMap,0,The BaseAttributeMap this attributeInstance can be found in
field_111136_b,genericAttribute,0,The Attribute this is an instance of
field_111137_c,mapByOperation,0,
field_111134_d,mapByName,0,
field_111135_e,mapByUUID,0,
field_111132_f,baseValue,0,
field_111133_g,needsUpdate,0,
field_111139_h,cachedValue,0,
field_111163_c,descriptionToAttributeInstanceMap,0,
field_111162_d,attributeInstanceSet,0,
field_75276_a,villager,0,
field_82640_a,thisEntity,0,
field_82638_b,maxSpeed,0,
field_82639_c,currentSpeed,0,
