searge,name,side,desc
func_71037_bA,getScore,0,
func_82243_bO,getArmorVisibility,0,"When searching for vulnerable players, if a player is invisible, the return value of this is the chance of seeing them anyway."
func_71045_bC,getCurrentEquippedItem,0,Returns the currently being used item by the player.
func_71028_bD,destroyCurrentEquippedItem,0,Destroys the currently equipped item from the player's inventory.
func_71004_bE,respawnPlayer,0,
func_146103_bH,getGameProfile,0,Returns the GameProfile for this player
func_71051_bG,getBedOrientationInDegrees,0,Returns the orientation of the bed in degrees.
func_71026_bH,isPlayerFullyAsleep,0,Returns whether or not the player is asleep and the screen has fully faded.
func_71060_bI,getSleepTimer,0,
func_70997_bJ,getBedLocation,0,"Returns the location of the bed the player will respawn at, or null if the player has not slept in a bed."
func_82245_bX,isSpawnForced,0,
func_71050_bK,xpBarCap,0,"This method returns the cap amount of experience that the experience bar can hold. With each level, the experience cap on the player's experience bar is raised by 10."
func_71024_bL,getFoodStats,0,Returns the player's FoodStats object.
func_70996_bM,shouldHeal,0,Checks if the player's health is not full and not zero.
func_71005_bN,getInventoryEnderChest,0,Returns the InventoryEnderChest of this player.
func_82238_cc,getHideCape,0,
func_96123_co,getWorldScoreboard,0,
func_71011_bu,getItemInUse,0,returns the ItemStack containing the itemInUse
func_71052_bv,getItemInUseCount,0,Returns the item in use count
func_71039_bw,isUsingItem,0,"Checks if the entity is currently using an item (e.g., bow, food, sword) by holding down the useItemButton"
func_71057_bx,getItemInUseDuration,0,gets the duration for how long the current itemInUse has been in use
func_85040_s,setScore,0,Set player's score
func_82244_d,displayGUIAnvil,0,Displays the GUI for interacting with an anvil.
func_71010_c,updateItemUse,0,Plays sounds and makes particles for item in use state
func_71047_c,onEnchantmentCritical,0,
func_82246_f,isCurrentToolAdventureModeExempt,0,Returns true if the given block can be mined with the current tool in adventure mode.
func_71044_o,collideWithPlayer,0,
func_71061_d_,resetHeight,0,sets the players height back to normal after doing things like sleeping and dieing
func_71043_e,canEat,0,
func_71065_l,isInBed,0,Checks if the player is currently in a bed
func_71053_j,closeScreen,0,sets current screen to null (used on escape buttons of GUIs); sets current crafting inventory back to the 2x2 square
func_71000_j,addMovementStat,0,"Adds a value to a movement statistic field - like run, walk, swin or climb."
func_71015_k,addMountedMovementStat,0,"Adds a value to a mounted movement statistic field - by minecart, boat, or pig."
func_71036_o,onItemUseFinish,0,"Used for when item use count runs out, ie: eating completed"
func_71016_p,sendPlayerAbilities,0,Sends the player's abilities to the server (if there is one).
func_70998_m,interactWith,0,
func_82169_q,getCurrentArmor,0,
func_71059_n,attackTargetEntityWithCurrentItem,0,Attacks for the player the targeted entity with the currently equipped item.  The equipped item has hitEntity called on it. Args: targetEntity
func_85039_t,addScore,0,Add to player's score
func_82241_s,getHideCape,0,
func_71023_q,addExperience,0,Add experience points to player.
func_71013_b,removeExperienceLevel,0,
func_82194_d,getWorld,0,
func_70965_a,attackEntityFromPart,0,
func_70227_a,onImpact,0,Called when this EntityFireball hits a block or entity.
func_82341_c,getMotionFactor,0,Return the motion factor for this projectile. The factor is multiplied by the original motion.
func_70184_a,onImpact,0,Called when this EntityThrowable hits a block or entity.
func_70182_d,getVelocity,0,
func_70183_g,getInaccuracy,0,
func_70185_h,getGravityVelocity,0,Gets the amount of gravity to apply to the thrown entity with each tick.
func_85052_h,getThrower,0,
func_82343_e,setInvulnerable,0,Set whether this skull comes from an invulnerable (aura) wither boss.
func_82342_d,isInvulnerable,0,Return whether this skull comes from an invulnerable (aura) wither boss.
func_146035_c,handleHookCasting,0,
func_146034_e,handleHookRetraction,0,
func_146033_f,getFishingResult,0,
func_70240_a,setKnockbackStrength,0,Sets the amount of knockback the arrow applies when it hits a mob.
func_70243_d,setIsCritical,0,Whether the arrow has a stream of critical hit particles flying behind it.
func_70239_b,setDamage,0,
func_70242_d,getDamage,0,
func_70241_g,getIsCritical,0,Whether the arrow has a stream of critical hit particles flying behind it.
func_82340_a,setPotionDamage,0,Sets the PotionEffect by the given id of the potion effect.
func_70196_i,getPotionDamage,0,Returns the damage value of the thrown potion that this EntityPotion represents.
func_96120_a,setEquipmentDropChance,0,
func_82161_a,getArmorItemForSlot,0,"Params: Armor slot, Item tier"
func_70686_a,canAttackClass,0,Returns true if this entity can attack entities of the specified class.
func_94058_c,setCustomNameTag,0,
func_70625_a,faceEntity,0,Changes pitch and yaw so that the entity calling the function is facing the entity provided as an argument.
func_110161_a,onSpawnWithEgg,0,
func_70085_c,interact,0,"Called when a player interacts with a mob. e.g. gets milk from a cow, gets into the saddle on a pig."
func_110160_i,clearLeashed,0,Removes the leash from this entity. Second parameter tells whether to send a packet to surrounding players.
func_70663_b,updateRotation,0,"Arguments: current rotation, intended rotation, max increment."
func_82159_b,getArmorPosition,0,
func_110162_b,setLeashedToEntity,0,Sets the entity to be leashed to.\nArgs:\n@param par1Entity: The entity to be tethered to.\n@param par2: Whether to send an attaching notification packet to surrounding players.
func_70641_bl,getMaxSpawnedInChunk,0,Will return how many at most can spawn in a chunk at once.
func_82164_bB,addRandomArmor,0,Makes entity wear random armor based on difficulty
func_82162_bC,enchantEquipment,0,Enchants the entity's armor and held item based on difficulty
func_82171_bF,canBeSteered,0,"returns true if all the conditions for steering the entity are met. For pigs, this is true if it is being ridden by a player and the player is holding a carrot-on-a-stick"
func_110163_bv,enablePersistence,0,Enable the Entity persistence
func_94057_bL,getCustomNameTag,0,
func_94056_bM,hasCustomNameTag,0,
func_94062_bN,getAlwaysRenderNameTag,0,
func_98052_bS,canPickUpLoot,0,
func_104002_bU,isNoDespawnRequired,0,Return the persistenceRequired field (whether this entity is allowed to naturally despawn)
func_110159_bB,updateLeashedState,0,"Applies logic related to leashes, for example dragging the entity or breaking the leash."
func_110164_bC,allowLeashing,0,
func_110167_bD,getLeashed,0,
func_110166_bE,getLeashedToEntity,0,
func_110165_bF,recreateLeash,0,
func_70601_bi,getCanSpawnHere,0,Checks if the entity's current position is a valid location to spawn this entity.
func_70603_bj,getRenderSizeModifier,0,Returns render size modifier
func_70624_b,setAttackTarget,0,Sets the active target the Task system uses for tracking
func_94061_f,setAlwaysRenderNameTag,0,Set whether this Entity's AI is disabled
func_98053_h,setCanPickUpLoot,0,
func_70671_ap,getLookHelper,0,
func_70605_aq,getMoveHelper,0,
func_70683_ar,getJumpHelper,0,
func_70661_as,getNavigator,0,
func_70635_at,getEntitySenses,0,returns the EntitySenses Object for the EntityLiving
func_70657_f,setMoveForward,0,
func_70638_az,getAttackTarget,0,Gets the active target the Task system uses for tracking
func_70615_aA,eatGrassBonus,0,This function applies the benefits of growing back wool and faster growing up to the acting entity. (This function is used in the AIEatGrass)
func_70627_aG,getTalkInterval,0,"Get number of ticks, at least during which the living entity will be silent."
func_70642_aH,playLivingSound,0,Plays living's sound at its position
func_130225_q,getArmorStack,0,
func_70656_aK,spawnExplosionParticle,0,Spawns an explosion particle around the Entity's location
func_70639_aQ,getLivingSound,0,Returns the sound this mob makes while it's alive.
func_146068_u,getDropItem,0,
func_70692_ba,canDespawn,0,"Determines if an entity can be despawned, used on idle far away entities"
func_70623_bb,despawnEntity,0,Makes the entity despawn if requirements are reached
func_70646_bf,getVerticalFaceSpeed,0,The speed it takes to move the entityliving's rotationPitch through the faceEntity method. This is only currently use in wolves.
func_98055_j,setScale,0,
func_110195_a,addGrowth,0,"""Adds the value of the parameter times 20 to the age of this entity. If the entity is an adult (if the entity's age is greater than 0), it will have no effect."""
func_90011_a,createChild,0,
func_98054_a,setScaleForAge,0,"""Sets the scale for an ageable entity according to the boolean parameter, which says if it's a child."""
func_70873_a,setGrowingAge,0,"The age value may be negative or positive or zero. If it's negative, it get's incremented on each tick, if it's positive, it get's decremented each tick. With a negative value the Entity is considered a child."
func_70874_b,getGrowingAge,0,"The age value may be negative or positive or zero. If it's negative, it get's incremented on each tick, if it's positive, it get's decremented each tick. Don't confuse this with EntityLiving.getAge. With a negative value the Entity is considered a child."
func_111167_a,getID,0,
func_111168_a,setSaved,0,@see #isSaved
func_111166_b,getName,0,
func_111169_c,getOperation,0,
func_111164_d,getAmount,0,
func_111165_e,isSaved,0,@see #isSaved
func_111112_a,setShouldWatch,0,
func_111117_a,setDescription,0,
func_111116_f,getDescription,0,
func_111108_a,getAttributeUnlocalizedName,0,
func_111109_a,clampValue,0,
func_111110_b,getDefaultValue,0,
func_111111_c,getShouldWatch,0,
func_111146_a,getAllAttributes,0,
func_111148_a,removeAttributeModifiers,0,
func_111152_a,getAttributeInstanceByName,0,
func_111151_a,getAttributeInstance,0,
func_111149_a,addAttributeInstance,0,
func_111147_b,applyAttributeModifiers,0,
func_111150_b,registerAttribute,0,"Registers an attribute with this AttributeMap, returns a modifiable AttributeInstance associated with this map"
func_111123_a,getAttribute,0,Get the Attribute this is an instance of
func_111128_a,setBaseValue,0,
func_111127_a,getModifier,0,"Returns attribute modifier, if any, by the given UUID"
func_111121_a,applyModifier,0,
func_111125_b,getBaseValue,0,
func_111124_b,removeModifier,0,
func_111122_c,getModifiers,0,
func_142049_d,removeAllModifiers,0,
func_111126_e,getAttributeValue,0,
func_111130_a,getModifiersByOperation,0,
func_111131_f,flagForUpdate,0,
func_111129_g,computeValue,0,
func_111161_b,getAttributeInstanceSet,0,
func_111160_c,getWatchedAttributes,0,
func_151498_a,isStairOrSlab,0,True if the block is a stair block or a slab block
func_82634_f,isSpeedBoosted,0,Return whether the entity's speed is boosted.
func_82632_g,boostSpeed,0,Boost the entity's movement speed.
func_82633_h,isControlledByPlayer,0,Return whether the entity is being controlled by a player.
func_75649_a,onUpdateLook,0,Updates look
func_75650_a,setLookPosition,0,Sets position to look at
func_75652_a,updateRotation,0,
func_75651_a,setLookPositionWithEntity,0,Sets position to look at using entity
func_75446_f,checkSufficientDoorsPresentForNewVillager,0,
func_75447_i,giveBirth,0,
func_75277_f,isRunning,0,@see #isRunning
func_75523_a,clearSensingCache,0,Clears canSeeCachePositive and canSeeCacheNegative.
func_75522_a,canSee,0,"Checks, whether 'our' entity can see the entity given as argument (true) or not (false), caching the result."
func_151486_a,canSitOnBlock,0,
func_151485_f,isNearValidBlock,0,
func_151503_a,getWoodenDoorBlock,0,"Returns the block at the specified position, null if that block is not a wooden door. Args : x, y, z"
func_75389_f,getNearbyMate,0,Loops through nearby animals and finds another animal of the same type that can be mated with. Returns the first valid mate found.
func_75388_i,spawnBaby,0,Spawns a baby animal of the same type.
func_98039_d,getSpawner,0,
func_75640_a,isUpdating,0,
func_75642_a,setMoveTo,0,Sets the speed and location to move to
func_75639_a,limitAngle,0,Limits the given angle to a upper and lower limit.
func_75638_b,getSpeed,0,
func_75641_c,onUpdateMoveHelper,0,
func_75382_a,hasPlayerGotBoneInHand,0,Gets if the Player has the Bone in the hand.
func_75660_a,setJumping,0,
func_75661_b,doJump,0,Called to actually make the entity jump if isJumping is true.
func_75295_a,canEasilyReach,0,Checks to see if this entity can find a short path to the given target.
func_75296_a,isSuitableTarget,0,A method used to see if an entity is a suitable target through a number of checks.
func_111175_f,getTargetDistance,0,
func_151499_f,getEatingGrassTimer,0,Number of ticks since the entity started to eat grass
func_75366_f,findPossibleShelter,0,
func_75413_a,doesDoorListContain,0,
func_75412_a,findNearestDoor,0,
func_75414_f,resizeDoorList,0,If the size of the door list gets too big the first entry will get removed to keep the size equal to 15.
func_75463_a,findRandomTarget,0,"finds a random target within par1(x,z) and par2 (y) blocks"
func_75464_a,findRandomTargetBlockTowards,0,"finds a random target within par1(x,z) and par2 (y) blocks in the direction of the point par3"
func_75461_b,findRandomTargetBlockAwayFrom,0,"finds a random target within par1(x,z) and par2 (y) blocks in the reverse direction of the point par3"
func_75462_c,findRandomTargetBlock,0,"searches 10 blocks at random in a within par1(x,z) and par2 (y) distance, ignores those not in the direction of par3Vec3, then points to the tile for which creature.getBlockPathWeight returns the highest number"
func_75774_a,onUpdateTasks,0,
func_75776_a,addTask,0,"Add a now AITask. Args : priority, task"
func_85156_a,removeTask,0,removes the indicated task from the entity's AI tasks.
func_75773_a,canContinue,0,Determine if a specific AI Task should continue being executed.
func_75777_a,areTasksCompatible,0,Returns whether two EntityAITaskEntries can be executed concurrently
func_75775_b,canUse,0,"Determine if a specific AI Task can be executed, which means that all running higher (= lower int value) priority tasks are compatible with it or all lower priority tasks can be interrupted."
func_75250_a,shouldExecute,0,Returns whether the EntityAIBase should begin execution.
func_75248_a,setMutexBits,0,"Sets a bitmask telling which other tasks may not run concurrently. The test is a simple bitwise AND - if it yields zero, the two tasks may run concurrently, if not - they must run exclusively from each other."
func_75253_b,continueExecuting,0,Returns whether an in-progress EntityAIBase should continue executing
func_75249_e,startExecuting,0,Execute a one shot task or start executing a continuous task
func_75251_c,resetTask,0,Resets the task
func_75246_d,updateTask,0,Updates the task
func_75252_g,isInterruptible,0,Determine if this AI Task is interruptible by a higher (= lower value) priority task.
func_75247_h,getMutexBits,0,"Get a bitmask telling which other tasks may not run concurrently. The test is a simple bitwise AND - if it yields zero, the two tasks may run concurrently, if not - they must run exclusively from each other."
func_75270_a,setSitting,0,Sets the sitting flag.
func_82236_f,setIsBatHanging,0,
func_82235_h,getIsBatHanging,0,
func_152116_bZ,isChickenJockey,0,Determines if this chicken is a jokey with a zombie riding it.
func_152117_i,setChickenJockey,0,Sets whether this chicken is a jockey or not.
func_70895_a,getRandomFleeceColor,0,This method is called when a sheep spawns in the world to select the color of sheep fleece.
func_90014_a,getDyeBasedOnParents,0,
func_90013_b,getDyeFromFleeceColor,0,Returns the data value for the dye that matches the sheep's fleece color
func_70896_n,getFleeceColor,0,
func_70892_o,getSheared,0,returns true if a sheeps wool has been sheared
func_70893_e,setSheared,0,make a sheep sheared if set to true
func_70894_j,getHeadRotationPointY,0,
func_70890_k,getHeadRotationAngleX,0,
func_70891_b,setFleeceColor,0,
func_146088_a,getItemStack,0,
func_146091_a,makeBuyTradeOffer,0,
func_146092_b,getBuyItemAmount,0,
func_146089_b,makeSellTradeOffer,0,
func_70942_a,generateRandomParticles,0,par1 is the particleName
func_70946_n,getProfession,0,
func_146090_c,getSellItemAmount,0,
func_70941_o,isMating,0,
func_70945_p,isPlaying,0,
func_70940_q,isTrading,0,
func_82187_q,setLookingForHome,0,
func_70947_e,setMating,0,
func_70939_f,setPlaying,0,
func_82188_j,adjustProbability,0,Adjusts the probability of obtaining a given recipe being offered by a villager
func_70938_b,setProfession,0,
func_70950_c,addDefaultEquipmentAndRecipies,0,"based on the villagers profession add items, equipment, and recipies adds par1 random items to the list of things that the villager wants to buy. (at most 1 of each wanted type is added)"
func_70921_u,getWolfShaking,0,True if the wolf is wet
func_70920_v,getTailRotation,0,
func_70919_bu,isAngry,0,Determines whether this wolf is angry or not.
func_82186_bH,getCollarColor,0,Return this wolf's collar color.
func_70922_bv,isBegging,0,
func_70923_f,getShakeAngle,0,
func_70916_h,setAngry,0,Sets whether this wolf is angry or not.
func_70918_i,setBegging,0,
func_70915_j,getShadingWhileShaking,0,Used when calculating the amount of shading to apply while the wolf is shaking.
func_70917_k,getInterestedAngle,0,
func_82185_r,setCollarColor,0,Set this wolf's collar color.
func_142018_a,shouldAttackEntity,0,
func_152115_b,setOwnerId,0,
func_70909_n,isTamed,0,
func_70906_o,isSitting,0,
func_70907_r,getAISit,0,Returns the AITask responsible of the sit logic
func_152114_e,isOwner,0,
func_70908_e,playTameEffect,0,"Play the taming effect, will either be hearts or smoke depending on status"
func_70903_f,setTamed,0,
func_70904_g,setSitting,0,
func_146085_a,isArmorItem,0,Returns true if given item is horse armor
func_110250_a,getClosestHorse,0,
func_110240_a,dropItemsInChest,0,
func_110208_b,setHorseWatchableBoolean,0,
func_152120_b,setOwnerId,0,
func_110265_bP,getHorseType,0,returns the horse type
func_110259_cr,canWearArmor,0,Return true if the horse entity can wear an armor
func_110229_cs,canCarryChest,0,Return true if the horse entity can carry a chest.
func_110256_cu,isUndead,0,"Used to know if the horse can be leashed, if he can mate, or if we can interact with him"
func_110222_cv,isSterile,0,Return true if the horse entity is sterile (Undead || Mule)
func_110231_cz,makeHorseRearWithSound,0,
func_110244_cA,dropChestItems,0,
func_110266_cB,eatingHorse,0,
func_110225_cC,getChestSize,0,Returns number of slots depending horse type
func_110226_cD,initHorseChest,0,
func_110232_cE,updateHorseSlots,0,Updates the items in the saddle and armor slots of the horse's inventory.
func_110230_cF,resetTexturePrefix,0,
func_110247_cG,setHorseTexturePaths,0,
func_110210_cH,moveTail,0,
func_110249_cI,openHorseMouth,0,
func_110200_cJ,canMate,0,"Return true if the horse entity ready to mate. (no rider, not riding, tame, adult, not steril...)"
func_110220_cK,makeHorseRear,0,
func_110267_cL,getModifiedMaxHealth,0,Returns randomized max health
func_110245_cM,getModifiedJumpStrength,0,Returns randomized jump strength
func_110203_cN,getModifiedMovementSpeed,0,Returns randomized movement speed
func_110202_bQ,getHorseVariant,0,
func_110228_bR,isAdultHorse,0,
func_110248_bS,isTame,0,
func_110253_bW,isRidable,0,
func_152119_ch,getOwnerId,0,Gets the horse's owner
func_110254_bY,getHorseSize,0,
func_110246_bZ,isHorseJumping,0,
func_110261_ca,isChested,0,
func_110241_cb,getHorseArmorIndexSynced,0,"Returns type of armor from DataWatcher (0 = iron, 1 = gold, 2 = diamond)"
func_110204_cc,isEatingHaystack,0,
func_110209_cd,isRearing,0,
func_110205_ce,isBreeding,0,
func_110243_cf,getHasReproduced,0,
func_110252_cg,getTemper,0,
func_110262_ch,prepareChunkForSpawn,0,
func_110224_ci,dropChests,0,
func_110215_cj,getHorseJumpStrength,0,
func_110257_ck,isHorseSaddled,0,
func_110217_cl,getAngrySoundName,0,
func_110218_cm,getMaxTemper,0,
func_110239_cn,hasLayeredTextures,0,
func_110264_co,getHorseTexture,0,
func_110212_cp,getVariantTexturePaths,0,
func_146086_d,setHorseArmorStack,0,Set horse armor stack (for example: new ItemStack(Items.iron_horse_armor))
func_110260_d,getHorseArmorIndex,0,"0 = iron, 1 = gold, 2 = diamond"
func_110199_f,openGUI,0,
func_110263_g,setTamedBy,0,
func_110237_h,mountTo,0,
func_110234_j,setHorseTamed,0,
func_110255_k,setHorseJumping,0,
func_110242_l,setBreeding,0,
func_110207_m,setChested,0,
func_110221_n,setHasReproduced,0,
func_110251_o,setHorseSaddled,0,
func_110227_p,setEatingHaystack,0,
func_110258_o,getGrassEatingAmount,0,
func_110219_q,setRearing,0,
func_110223_p,getRearingAmount,0,
func_110216_r,spawnHorseParticles,0,"""Spawns particles for the horse entity. par1 tells whether to spawn hearts. If it is false, it spawns smoke."""
func_110201_q,getMouthOpennessAngle,0,
func_110214_p,setHorseType,0,
func_110235_q,setHorseVariant,0,
func_110238_s,setTemper,0,
func_110198_t,increaseTemper,0,
func_110206_u,setJumpPower,0,
func_110233_w,getHorseWatchableBoolean,0,
func_70878_b,canMateWith,0,Returns true if the mob is currently able to mate with the specified mob.
func_70876_c,procreate,0,Creates a baby animal according to the animal type of the target at the actual position and spawns 'love' particles.
func_70877_b,isBreedingItem,0,"Checks if the parameter is an item which this animal can be fed to breed it (wheat, carrots or seeds depending on the animal type)"
func_146083_cb,getPlayerInLove,0,
func_70880_s,isInLove,0,Returns if the entity is currently in 'love mode'.
func_70875_t,resetInLove,0,
func_146082_f,setInLove,0,
func_70901_n,getSaddled,0,Returns true if the pig is saddled.
func_82183_n,getAIControlledByPlayer,0,Return the AI task for player control.
func_70900_e,setSaddled,0,Set or remove the saddle of the pig.
func_70913_u,getTameSkin,0,
func_70912_b,setTameSkin,0,
func_72788_a,updateTrackedEntities,0,
func_72787_a,removePlayerFromTrackers,0,
func_85172_a,sendLeashedEntitiesInChunk,0,"Send packets to player for every tracked entity in this chunk that is either leashed to something or someone, or has passengers"
func_72786_a,addEntityToTracker,0,"if entity is a player sends all tracked events to the player, otherwise, adds with a visibility and update arate based on the class type"
func_72791_a,addEntityToTracker,0,
func_72785_a,addEntityToTracker,0,"Args : Entity, trackingRange, updateFrequency, sendVelocityUpdates"
func_151247_a,sendToAllTrackingEntity,0,
func_72790_b,removeEntityFromAllTrackingPlayers,0,"Removes the given entity, sending removal packets to all players tracking it. Called when the entity is dead.\n \n@param entityIn The entity to untrack"
func_151248_b,sendToTrackingAndSelf,0,
func_70634_a,setPositionAndUpdate,0,"Sets the position of the entity, keeps yaw/pitch,  and updates the 'last' variables"
func_70614_a,rayTrace,0,"Performs a ray trace for the distance specified and using the partial tick time. Args: distance, partialTickTime"
func_70669_a,renderBrokenItemStack,0,Renders broken item particles using the given ItemStack
func_142012_a,isOnTeam,0,Returns true if the entity is on a specific team.
func_70645_a,onDeath,0,Called when the mob's health reaches 0.
func_70644_a,isPotionActive,0,
func_70670_a,onNewPotionEffect,0,
func_70695_b,onChangedPotionEffect,0,
func_70653_a,knockBack,0,knocks back this entity
func_71001_a,onItemPickup,0,"Called whenever an item is picked up from walking over it. Args: pickedUpEntity, stackSize"
func_110148_a,getEntityAttribute,0,
func_82160_b,dropEquipment,0,Drop the equipment for this entity.
func_110147_ax,applyEntityAttributes,0,
func_70648_aU,canBreatheUnderwater,0,
func_70609_aI,onDeathUpdate,0,"handles entity death timer, experience orb and particle creation"
func_146066_aG,canDropLoot,0,Entity won't drop items or experience points if this returns false
func_70684_aJ,isPlayer,0,Only use is to identify if class is an instance of player for experience dropping
func_70681_au,getRNG,0,
func_70643_av,getAITarget,0,
func_142015_aE,getRevengeTimer,0,
func_110144_aD,getLastAttacker,0,
func_142013_aG,getLastAttackerTime,0,
func_70654_ax,getAge,0,
func_70679_bo,updatePotionEffects,0,
func_70674_bp,clearActivePotions,0,
func_70651_bq,getActivePotionEffects,0,
func_70662_br,isEntityUndead,0,Returns true if this entity is undead.
func_110143_aJ,getHealth,0,
func_70621_aR,getHurtSound,0,Returns the sound this mob makes when it is hurt.
func_70673_aS,getDeathSound,0,Returns the sound this mob makes on death.
func_70658_aO,getTotalArmorValue,0,Returns the current armor value as determined by a call to InventoryPlayer.getTotalArmorValue
func_110142_aN,getCombatTracker,0,1.8.9
func_94060_bK,getAttackingEntity,0,
func_110138_aP,getMaxHealth,0,"Returns the maximum health of the entity (what it is able to regenerate up to, what it spawned with, etc)"
func_85035_bI,getArrowCountInEntity,0,"counts the amount of arrows stuck in the entity. getting hit by arrows increases this, used in rendering"
func_70620_b,getItemIcon,0,Gets the Icon Index of the item currently held
func_70655_b,applyArmorCalculations,0,"Reduces damage, depending on armor"
func_70660_b,getActivePotionEffect,0,"returns the PotionEffect for the supplied Potion if it is active, null otherwise."
func_70688_c,onFinishedPotionEffect,0,
func_70604_c,setRevengeTarget,0,Hint to AI tasks that we were attacked by the passed EntityLivingBase and should retaliate. Is not guaranteed to change our actual active target (for example if we are currently busy attacking someone else)
func_70628_a,dropFewItems,0,Drop 0-2 items of this living's type. @param par1 - Whether this entity has recently been hit by a player. @param par2 - Level of Looting used to kill this mob.
func_71038_i,swingItem,0,Swings the item the player is holding.
func_82168_bl,updateArmSwingProgress,0,Updates the arm swing progress counters and animation progress
func_110140_aT,getAttributeMap,0,Returns this entity's attribute map (where all its attributes are stored)
func_70668_bt,getCreatureAttribute,0,Get this Entity's EnumCreatureAttribute
func_70694_bm,getHeldItem,0,"Returns the item that this EntityLiving is holding, if any."
func_70599_aP,getSoundVolume,0,Returns the volume for the sounds this mob makes.
func_70647_i,getSoundPitch,0,Gets the pitch of living sounds in living entities.
func_70610_aX,isMovementBlocked,0,Dead and sleeping entities cannot move
func_94059_bO,getAlwaysRenderNameTagForRender,0,
func_70664_aZ,jump,0,Causes this entity to do an upwards motion (jumping).
func_70650_aV,isAIEnabled,0,Returns true if the newer Entity AI code should be run
func_70689_ay,getAIMoveSpeed,0,the movespeed used for the new AI system
func_70608_bn,isPlayerSleeping,0,Returns whether player is sleeping or not
func_70619_bc,updateAITasks,0,
func_85033_bc,collideWithNearbyEntities,0,
func_70629_bd,updateAITick,0,"main AI tick function, replaces updateEntityActionState"
func_70626_be,updateEntityActionState,0,
func_70613_aW,isClientWorld,0,Returns whether the entity is in a local (client) world
func_110139_bj,getAbsorptionAmount,0,Returns the amount of health added by the Absorption effect.
func_96124_cp,getTeam,0,
func_152111_bt,sendEnterCombat,0,Sends an ENTER_COMBAT packet to the client
func_152112_bu,sendEndCombat,0,Sends an END_COMBAT packet to the client
func_70672_c,applyPotionDamageCalculations,0,"Reduces damage, depending on potions"
func_70690_d,addPotionEffect,0,adds a PotionEffect to the entity
func_142014_c,isOnSameTeam,0,
func_70665_d,damageEntity,0,Deals damage to the entity. If its a EntityPlayer then will take damage from the armor first and then health second with the reduced value. Args: damageAmount
func_70687_e,isPotionApplicable,0,
func_70636_d,onLivingUpdate,0,"Called frequently so the entity can update its state every tick as required. For example, zombies and skeletons use this to react to sunlight and start to burn."
func_70612_e,moveEntityWithHeading,0,"Moves the entity based on the specified heading.  Args: strafe, forward"
func_70693_a,getExperiencePoints,0,Get the experience points the entity currently has.
func_70631_g_,isChild,0,"If Animal, checks if the age timer is negative"
func_70691_i,heal,0,Heal living entity (param: amount of half-hearts)
func_110146_f,updateDistance,0,
func_70637_d,setJumping,0,
func_70606_j,setHealth,0,
func_70675_k,damageArmor,0,
func_70617_f_,isOnLadder,0,"returns true if this entity is by a ladder, false otherwise"
func_70659_e,setAIMoveSpeed,0,set the movespeed used for the new AI system
func_82166_i,getArmSwingAnimationEnd,0,"Returns an integer indicating the end point of the swing animation, used by {@link #swingProgress} to provide a progress indicator. Takes dig speed enchantments into account."
func_70676_i,getLook,0,interpolated look vector
func_70682_h,decreaseAirSupply,0,Decrements the entity's air supply when underwater
func_70678_g,getSwingProgress,0,Returns where in the swing animation the living entity is (from 0 to 1).  Args: partialTickTime
func_82165_m,isPotionActive,0,
func_70666_h,getPosition,0,interpolated position vector
func_70618_n,removePotionEffectClient,0,Remove the speified potion effect from this entity.
func_130011_c,setLastAttacker,0,
func_110149_m,setAbsorptionAmount,0,
func_82170_o,removePotionEffect,0,Remove the specified potion effect from this entity.
func_110145_l,dismountEntity,0,Moves the entity to a position out of the way of its mount.
func_70600_l,dropRareDrop,0,
func_70652_k,attackEntityAsMob,0,
func_146067_o,getFallSoundString,0,
func_82167_n,collideWithEntity,0,
func_85034_r,setArrowCountInEntity,0,sets the amount of arrows stuck in the entity. used for rendering those
func_70685_l,canEntityBeSeen,0,returns true if the entity provided in the argument can be seen. (Raytrace)
func_71124_b,getEquipmentInSlot,0,0: Tool in Hand; 1-4: Armor
func_151514_a,init,0,
func_90035_a,getClassFromID,0,Return the class assigned to this entity ID.
func_75616_a,createEntityByID,0,Create a new instance of an entity in the world by using an entity ID.
func_75615_a,createEntityFromNBT,0,create a new instance of an entity from NBT store
func_75618_a,addMapping,0,adds a mapping between Entity classes and both a string representation and an ID
func_75614_a,addMapping,0,Adds a entity mapping with egg info.
func_75620_a,createEntityByName,0,Create a new instance of an entity in the world by using the entity name.
func_75619_a,getEntityID,0,gets the entityID of a specific entity
func_151515_b,getKeys,0,
func_75617_a,getStringFromID,0,Finds the class using IDtoClassMapping and classToStringMapping
func_75621_b,getEntityString,0,Gets the string representation of a specific entity.
func_70783_a,getBlockPathWeight,0,"Takes a coordinate in and returns a weight to determine how likely this creature will try to path to the block. Args: x, y, z"
func_110171_b,setHomeArea,0,
func_70778_a,setPathToEntity,0,sets the EntityCreature's walk path
func_70785_a,attackEntity,0,Basic mob attack. Default to touch of death in EntityCreature. Overridden by each mob to define their attack.
func_110176_b,isWithinHomeDistance,0,
func_70784_b,setTarget,0,Sets the entity which is to be attacked.
func_70780_i,isMovementCeased,0,Disables a mob's ability to move on its own while true.
func_70779_j,updateWanderPath,0,Time remaining during which the Animal is sped up and flees.
func_70782_k,findPlayerToAttack,0,"Finds the closest player within 16 blocks to attack, or null if this Entity isn't interested in attacking (Animals, Spiders at day, peaceful PigZombies)."
